,keyword,user_id,user_name,verified_company,blueVType,expireTime,blueVStatus,contact,lanv_status,contact_status
59,蒙特斯,3xf78qzjfzz8xvi,暖家家（电采暖）超市,前郭尔罗斯蒙古族自治县浩特芒哈乡鸿盛源超市,10,2024-03-29 15:54:37,3,,1,0
60,蒙特斯,3xgbejfddi8vae9,皮皮匠、一门手艺闯天下！,江北区雷特斯皮革养护经营部,10,2024-03-13 19:49:16,3,,1,0
61,逸香,3xe8s9su2xpprm4,逸香蘭苑,北京琪如雪花卉有限公司 关联账号,10,2024-03-24 16:46:17,3,,1,0
62,逸香,3xmhkkg3y8fbsuq,逸香花坊,沭阳碧德园林绿化有限公司,10,2024-04-19 11:09:54,3,,1,0
63,卡斯特红酒,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
64,上海红酒,3xbf2xcyuiwi2dq,酒仙姐姐（甄心酒水）,临沂市兰山区王上海酒水商行,10,2024-10-13 23:59:59,3,,1,0
65,上海红酒,3xcg9avif8rv6su,红味坊食品,上海红味坊实业有限公司,10,2024-07-14 23:59:59,3,,1,0
66,上海红酒,3xav35xsnpamh7i,淞雅酒业,上海淞雅酒业有限公司,10,2024-01-29 09:32:26,3,,1,0
67,上海红酒,3xg4mvkqu56m8gc,小赞的酒馆儿,酒赞供应链管理（上海）有限公司,10,2024-04-18 13:30:27,3,,1,0
68,上海红酒,3x38c2bax63jzxy,希希里多肉园-范范,上海红嘴园艺有限公司,10,2023-09-18 10:55:31,3,,1,0
69,葡萄酒业,3xpb36he5v6ry5a,勃艮第葡萄酒产区馆,勃艮第夜丘葡萄酒实业（广州）有限公司,10,2024-04-27 20:05:14,3,,1,0
70,葡萄酒业,3x83urza37cj5em,KIMO进口葡萄酒,石家庄蓝菲酒业商贸有限公司,10,2024-03-09 20:34:40,3,,1,0
71,葡萄酒业,3xxp5f8i27hn67c,川竹酒业,达州市周氏川竹酒业有限公司,10,2023-11-07 20:16:38,3,,1,0
72,酒王,3xsjv2th3c2jw2s,酱香酒王,漳县梦幻酒类销售馆,10,2023-12-08 20:09:10,3,,1,0
73,酒王,3xurvdnzqupgywi,龙头酒王,涿鹿县丰博烧麦馆 关联账号,10,2023-12-03 19:54:11,3,,1,0
74,葡萄酒业,3xfn9ga4ikrygag,长城葡萄酒旗舰店,中粮食品营销有限公司天津电子商务分公司,10,2023-12-30 12:11:04,3,,1,0
75,葡萄酒业,3xpfeu4tx28c896,晴逸酒业,河南省晴逸酒业有限公司,10,2024-09-15 23:59:59,3,,1,0
76,葡萄酒业,3xbjrqapsfaxpde,王朝葡萄酒专卖店,天津王朝酒业销售有限公司,10,2024-03-12 11:55:44,3,,1,0
77,葡萄酒业,3xgbrpsw3vf8u6y,君旗酒业,湖南君旗酒业有限公司,10,2024-05-16 14:37:27,3,,1,0
78,葡萄酒业,3xdquirbkg6e8ua,莒子酒业,山东莒子酒业有限公司,10,2024-03-09 16:27:46,3,,1,0
79,葡萄酒业,3xmrubj3asjkq9s,云朵酒业,成都市云朵时尚酒业有限公司 关联账号,10,2024-04-21 16:08:56,3,,1,0
80,葡萄酒业,3xcfpw4ukehb6ik,俊兵酒业,桥东区俊兵酒类经销处,10,2023-10-22 16:59:49,3,,1,0
81,葡萄酒业,3xvxyqhzvix94r9,最美酒业,贵州最美酒业有限公司,10,2024-06-05 18:11:21,3,,1,0
82,葡萄酒业,3x8s64gu9d7z364,仙传酒业,仁怀市仙传酿酒作坊,10,2024-03-08 11:10:55,3,,1,0
83,酒王,3xmqrdm39afixxs,樊王酒,山西樊王电子商务有限公司,10,2024-01-18 09:59:01,3,,1,0
84,卡斯特红酒,3xcm9id8kpu66gu,乌兰浩特网红二人转酒吧,乌兰浩特市网红二人转酒吧,10,2024-07-24 23:59:59,3,,1,0
85,葡萄酒业,3xjsbexe7awr6xs,皇制酒业,杭州谷渔科技有限公司,10,2024-01-30 16:06:33,3,,1,0
86,葡萄酒业,3x8wpxxe76jut2k,延民酒业,龙江县延民酒业有限公司,10,2024-09-06 23:59:59,3,,1,0
87,葡萄酒业,3x256kp2tenusr6,善和酒业,山东善和酒业有限公司,10,2023-09-10 10:29:26,3,,1,0
88,葡萄酒业,3xav35xsnpamh7i,淞雅酒业,上海淞雅酒业有限公司,10,2024-01-29 09:32:26,3,,1,0
89,葡萄酒业,3xsn2hth48jkmew,沙河酒业,安徽沙河酒业有限公司,10,2024-05-11 12:14:16,3,,1,0
90,葡萄酒业,3x5nu6tvq79ki6a,杏实酒业,汾阳市醉醺醺酒类销售部,10,2023-09-06 08:23:32,3,,1,0
91,葡萄酒业,3x68y9qv7k97zzw,北辰山酒业有限公司,北辰山（厦门）酒业有限公司,10,2023-10-22 11:40:03,3,,1,0
92,玛歌酒庄,3x8bc5hvtfsm4ag,红酒少庄主【燕玛酒庄】,抚宁区航旺葡萄酒经销店,10,2024-05-12 17:48:40,3,,1,0
93,玛歌酒庄,3xw8bqdkz6ntrzg,杜歌蒙酒庄,龙口市淘醉商贸有限公司,10,2024-01-09 17:56:09,3,,1,0
94,玛歌酒庄,3x47tssebknmvks,波尔多玛乐城堡酒庄,甘肃橡木树进出口有限责任公司,10,2023-11-17 15:42:58,3,,1,0
95,卡曼尼,3xmd65czzag5p4a,黛卡曼饰品,义乌市妙尚饰品有限公司,10,2024-04-02 12:15:53,3,,1,0
96,红酒产区,3xpb36he5v6ry5a,勃艮第葡萄酒产区馆,勃艮第夜丘葡萄酒实业（广州）有限公司,10,2024-04-27 20:05:14,3,,1,0
97,葡萄酒业,3xgh3pr6xhhew39,红酒徐庄主【奥德曼酒庄】,德州奥德曼葡萄酒庄有限公司,10,2024-04-06 11:37:25,3,,1,0
98,葡萄酒业,3xu2ua3se2g7efq,玛莎诺娅红酒,烟台域桐葡萄酒有限公司,10,2024-01-10 16:46:40,3,,1,0
99,葡萄酒业,3x8bc5hvtfsm4ag,红酒少庄主【燕玛酒庄】,抚宁区航旺葡萄酒经销店,10,2024-05-12 17:48:40,3,,1,0
100,酒王,3xyaakwmqitiz6m,权集散酒王文宇,太原市小店区百飞特便利店,10,2023-11-13 09:13:39,3,,1,0
101,张裕红酒,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
102,卡曼尼,3xm7895kv2y792g,卡曼（穿搭）,赣榆区青口镇徐维婧服装店,10,2024-08-12 23:59:59,3,,1,0
103,卡曼尼,3xunsca7gfb3za4,迪曼尼（中国）重工,莱州市沙河镇川驰机械销售处,10,2024-03-20 12:41:18,3,,1,0
104,酒王,3xzt2yrzjmhnpiu,汾阳王酒官方旗舰店,山西中樽商贸有限公司,10,2024-04-18 11:22:28,3,,1,0
105,红酒产区,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
106,红酒产区,3xzb56uq4fd8bn4,红酒小胖的小店,大庆市萨尔图区柏图斯酒业商行,10,2023-12-01 15:57:21,3,,1,0
107,卡曼尼,3x8kdt2w4d8dgui,清风,山亭区卡曼美容护肤中心,10,2024-07-19 23:59:59,3,,1,0
108,红酒产区,3x8izukgm26q3h2,阿海～以酒会友（某贼呀）,兴城市美拉图进口红酒行,10,2023-11-06 16:43:07,3,,1,0
109,红酒产区,3xmerve8sqt4v92,红枣酒.,河北万果红酒业有限公司,10,2024-05-05 11:31:28,3,,1,0
110,红酒产区,3xw4jjrs4sf7apa,蓝阔庄园,昌黎县蓝阔红酒商行,10,2023-10-27 10:39:56,3,,1,0
111,红葡萄品种,3x2t5sv88me88u2,富强苗木，新品种葡萄苗,昌黎县富强苗木繁育场,10,2024-02-14 17:24:20,3,,1,0
112,夏迪,3x8be4ekjy2jrc2,夏迪聊养猪,青牛农牧（昌图县）有限公司,10,2024-07-05 23:59:59,3,,1,0
113,红葡萄品种,3x2wqidmvkhdxzg,徐丽军新品种葡萄苗,绥中县徐丽军苗木培育中心,10,2024-12-19 23:59:59,3,,1,0
114,红酒文化,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
115,图斯,3xzb56uq4fd8bn4,红酒小胖的小店,大庆市萨尔图区柏图斯酒业商行,10,2023-12-01 15:57:21,3,,1,0
116,红酒文化,3x5mjkbw8epvkgm,送阅酒文化,送阅（北京）酒文化有限公司,10,2024-02-17 17:05:46,3,,1,0
117,红酒文化,3xt7fce8b5ewnu2,酒青儿,曲阜孔酒文化传播有限公司,10,2024-03-26 10:19:34,3,,1,0
118,红酒投资,3xhaury6jb9z3ya,炜哥说投资,和讯信息科技有限公司,10,2023-10-26 14:57:06,3,,1,0
119,红酒投资,3xfqcxhe35rm67u,北京稻香湖景酒店,北京稻香湖投资发展有限责任公司稻香湖景酒店,10,2024-08-19 23:59:59,3,,1,0
120,红酒专卖,3xuyggrj8wgur2g,花姐红酒,昌黎县天纯酒类专卖店,10,2024-04-09 16:03:41,3,,1,0
121,红酒专卖,3xq3cn5a3yqgiyk,加枫红酒类专营,深圳市加枫红贸易有限公司,10,2023-10-23 15:49:25,3,,1,0
122,红酒专卖,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
123,酒鼻子,3xmwqrk3ihsqrj9,玉池鼻子音乐,定州市玉池鼻子模仿音乐中心,10,2024-06-28 20:12:03,3,,1,0
124,进口红酒价格,3x8izukgm26q3h2,阿海～以酒会友（某贼呀）,兴城市美拉图进口红酒行,10,2023-11-06 16:43:07,3,,1,0
125,葡萄酒礼盒,3xyu3frccytzqag,苏瓦延葡萄酒,长春市苏瓦延现代农业有限公司,10,2024-04-17 20:03:16,3,,1,0
126,葡萄酒礼盒,3xfn9ga4ikrygag,长城葡萄酒旗舰店,中粮食品营销有限公司天津电子商务分公司,10,2023-12-30 12:11:04,3,,1,0
127,葡萄酒礼盒,3xtaa79zgtcgz7s,就喝葡萄酒,河北益利葡萄酒有限公司,10,2023-11-21 10:34:20,3,,1,0
128,葡萄酒礼盒,3xa5z5rdehkpfks,王朝·天阳酒庄葡萄酒,天津天阳葡萄酒销售有限公司,10,2024-05-09 18:56:44,3,,1,0
129,葡萄酒礼盒,3xizh3w44g5ajzm,月城香印葡萄酒,四川月城明珠农业有限责任公司,10,2024-06-13 16:03:49,3,,1,0
130,酒鼻子,3xvpqwcxyqsgzq6,猪鼻子聊聊车,九原区诚益行二手车信息部,10,2024-07-18 23:59:59,3,,1,0
131,云咸,3xbmfj9ncqfkb6a,帷幄画小店,西咸新区沣东新城凯莱云百货店 关联账号,10,2024-03-30 13:50:07,3,,1,0
132,葡萄酒礼盒,3x83urza37cj5em,KIMO进口葡萄酒,石家庄蓝菲酒业商贸有限公司,10,2024-03-09 20:34:40,3,,1,0
133,葡萄酒礼盒,3x4h66ukm5snxhy,葡萄酒农村手艺人,镇原县三月味红葡萄酒坊,10,2023-12-05 10:09:03,3,,1,0
134,葡萄酒礼盒,3xt6863btpz34ac,鹦鸽山葡萄酒庄,扎赉特旗鹦鸽山葡萄酒有限公司,10,2024-03-20 21:22:25,3,,1,0
135,红酒专卖,3x2cpp9skp98ebe,大婷子（正品白酒批发商）,济南市天桥区崔高酒水专卖店,10,2024-01-13 17:03:28,3,,1,0
136,红酒专卖,3xq7jfb4hxh3hp4,红台太阳雨太阳能 空气能,临夏县红台妥师电器专卖店,10,2024-03-05 11:48:44,3,,1,0
137,成都红酒,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
138,云咸,3x25fqkrdegeum4,手扶四驱，杂车汇,吉林省益田农机销售有限公司,10,2024-11-22 23:59:59,3,,1,0
139,云咸,3x8yc5icni5hhya,千年朽沐「绳艺」,西咸新区沣东新城凯莱云百货店 关联账号,10,2024-05-08 18:45:22,3,,1,0
140,云咸,3xb453xsferxzwe,吉祥三宝品牌折扣,西咸新区沣东新城凯莱云百货店 关联账号,10,2024-02-26 12:07:44,3,,1,0
141,八龙阁,3xf5a4k3vz6c9va,文龙阁~小八（传统文化）,涿鹿铭缘文化中心 关联账号,10,2024-07-13 23:59:59,3,,1,0
142,葡萄酒礼盒,3xnbdt2d3pc6uc4,大连洋酒葡萄酒啤酒清酒威士忌,大连久久回味贸易有限公司,10,2024-09-29 23:59:59,3,,1,0
143,葡萄酒礼盒,3xbjrqapsfaxpde,王朝葡萄酒专卖店,天津王朝酒业销售有限公司,10,2024-03-12 11:55:44,3,,1,0
144,八龙阁,3xajk8pvti3kuks,CSV腾龙阁犬舍,衡水浩瀚犬业有限公司 关联账号,10,2024-02-03 21:08:48,3,,1,0
145,葡萄酒礼盒,3xgh3pr6xhhew39,红酒徐庄主【奥德曼酒庄】,德州奥德曼葡萄酒庄有限公司,10,2024-04-06 11:37:25,3,,1,0
146,葡萄酒礼盒,3xu2ua3se2g7efq,玛莎诺娅红酒,烟台域桐葡萄酒有限公司,10,2024-01-10 16:46:40,3,,1,0
147,葡萄酒礼盒,3x8bc5hvtfsm4ag,红酒少庄主【燕玛酒庄】,抚宁区航旺葡萄酒经销店,10,2024-05-12 17:48:40,3,,1,0
148,葡萄酒礼盒,3xbmaewirpt66ua,拉图红酒哥（红色的浪漫）,烟台拉图葡萄酒有限公司,10,2024-03-04 14:13:53,3,,1,0
149,购买红酒,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
150,购买红酒,3xu2ua3se2g7efq,玛莎诺娅红酒,烟台域桐葡萄酒有限公司,10,2024-01-10 16:46:40,3,,1,0
151,拉维尔,3xmq9kq5caiu68u,装修优选～德维尔全屋定制,昔阳县翔蕊装饰部,10,2024-08-04 23:59:59,3,,1,0
152,成都红酒,3x72cbw9vh4xv34,艺佳酒店家具酒店桌椅工厂,成都众联艺佳酒店用品有限公司,10,2023-11-06 23:24:06,3,,1,0
153,成都红酒,3x3pva3xxw9dkzg,圣亚美酒店宴会家具,成都圣亚美酒店用品有限公司 关联账号,10,2024-03-16 21:18:40,3,,1,0
154,八龙阁,3xcpnk5k5qwezv4,润龙阁茶叶批发店,昆明市五华区昌峰茶叶店,10,2024-04-09 21:38:13,3,,1,0
155,八龙阁,3xjhivgm8czx4tu,老趴龙鱼,茌平县藏龙阁水族馆,10,2024-11-21 23:59:59,3,,1,0
156,购买红酒,3xzb56uq4fd8bn4,红酒小胖的小店,大庆市萨尔图区柏图斯酒业商行,10,2023-12-01 15:57:21,3,,1,0
157,购买红酒,3x8izukgm26q3h2,阿海～以酒会友（某贼呀）,兴城市美拉图进口红酒行,10,2023-11-06 16:43:07,3,,1,0
158,拉维尔,3xnhx57ue8jvmbm,维尔纳家具～茶桌,南康区维尔纳家具销售中心,10,2024-05-08 18:19:19,3,,1,0
159,拉维尔,3xkbhcrj2eh59zm,夏维尔乔品牌女装折扣店,西咸新区沣东新城夏维尔乔服装店,10,2023-11-10 12:15:07,3,,1,0
160,拉维尔,3x98br4ujwhae7g,维尔服装店,渭南市临渭区维尔服装店,10,2023-09-26 12:13:05,3,,1,0
161,拉维尔,3xdhe5y78e75yj2,一汽大众鹤壁维尔娜4S店,鹤壁维尔娜汽车销售有限公司,10,2024-05-09 22:14:47,3,,1,0
162,拉维尔,3xkxdzftitcpth9,益维尔益生菌饲料厂家,哈尔滨益维尔生物科技有限公司,10,2024-04-23 12:55:22,3,,1,0
163,拉维尔,3x9ihwtcqin7jrk,雅维尔童装童鞋,庆安县同源雅维尔儿童用品商店,10,2024-02-08 09:24:53,3,,1,0
164,拉维尔,3xa25s4crcc3izm,奥维尔玉石摆件,中山市奥维尔灯饰有限公司,10,2023-11-30 16:09:16,3,,1,0
165,拉维尔,3xbu2eihf4u5uiy,益维尔益生菌饲料有限公司,哈尔滨益维尔生物科技有限公司 关联账号,10,2024-07-17 23:59:59,3,,1,0
166,拉维尔,3xyu79zrmqxrss2,深圳姗家格纹（小号）,哈尔滨红博商贸城舒维尔服装精品行,10,2024-05-12 13:03:15,3,,1,0
167,拉维尔,3x9ihfp2vphy9ka,珊珊大码美搭,海城市感王镇血红的维尔纳店,10,2024-09-11 23:59:59,3,,1,0
168,红樽坊,3xawyc3ktzq4ne2,红缨坊,宁陵县红缨养殖场,10,2024-04-11 11:15:53,3,,1,0
169,红樽坊,3xgdi9hp5c6e2rq,红火火（手工坊）,瑞昌市泽塘元百货商行 关联账号,10,2024-07-12 23:59:59,3,,1,0
170,红樽坊,3xasma25wxypksw,爱尚.红鞋坊,中国鞋城红鞋坊鞋类批发部,10,2023-11-18 13:16:35,3,,1,0
171,红樽坊,3xyc3nypnvpj8y4,红姐手工坊,郧阳区粉勋分百货店 关联账号,10,2024-06-10 21:01:46,3,,1,0
172,红樽坊,3xeqy99kpkfm2fc,重坊红娘，凡姐，,郯城县凡姐婚姻介绍所,10,2024-04-13 09:56:59,3,,1,0
173,红樽坊,3xabkq437ybsp7k,红梅刺绣坊,平邑县西秦刺绣坊,10,2024-06-29 12:39:44,3,,1,0
174,红樽坊,3xcxsh2fgmsp4cg,赛艺坊红木家具～,廊坊赛艺坊红木家具有限公司 关联账号,10,2023-12-05 08:05:22,3,,1,0
175,红樽坊,3xi5ptn8dwedz3y,小胖红高粱酒（士昌酒坊）,铁岭县凡河镇士昌白酒制造坊,10,2023-11-18 19:32:10,3,,1,0
176,红樽坊,3xbp3mn9vingjig,崇文阁明艳红绣坊,达拉特旗红绣坊美容院 关联账号,10,2024-04-13 16:30:18,3,,1,0
177,红樽坊,3xge6xyzervtjau,建昌县诚信榨油坊红姐,建昌县凤友综合商店,10,2024-05-19 14:02:23,3,,1,0
178,红樽坊,3xq5d7vuwrh6i5i,廊坊网红造型师阿成,廊坊市安次区名居小区她他造型美发店,10,2023-11-07 15:20:39,3,,1,0
179,烟台酒庄,3x2hjbw7vekeyak,欧乐酒庄【里斯拉图】,蓬莱市欧乐特商贸有限公司,10,2024-05-24 10:56:35,3,,1,0
180,烟台酒庄,3x68racb8zhw44w,花姐红酒馆,玛莎诺娅官方账号,10,2024-01-10 16:03:27,3,,1,0
181,烟台酒庄,3xu2ua3se2g7efq,玛莎诺娅红酒,烟台域桐葡萄酒有限公司,10,2024-01-10 16:46:40,3,,1,0
182,烟台酒庄,3xbmaewirpt66ua,拉图红酒哥（红色的浪漫）,烟台拉图葡萄酒有限公司,10,2024-03-04 14:13:53,3,,1,0
183,烟台酒庄,3xwexve7tdh2kzy,章小辣捞汁小海鲜创始人,烟台市章小辣食品有限公司,10,2023-10-25 09:33:41,3,,1,0
184,烟台酒庄,3xphe5j33nmy4dm,曳步舞 银牙,烟台开发区金苹果艺术培训学校有限公司,10,2024-07-05 19:53:48,3,,1,0
185,烟台酒庄,3xzuh8dc5s5dyqi,哈喽华哥的自律生活,烟台高新区坤烁百货商行,10,2024-09-21 23:59:59,3,,1,0
